chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,cut
0.4171541211517829,0.1660795127453828,3697.1613619100985,2300.5155675490682,6046.18086381392,0.2610529119318182,-154.2555370307105,40.75515811981157,-22.788268432983976,13.691013406754603,2.601502996430864,-0.10971868300964462,-3.570089659243889,-4.630148503521072,-18.825532921147165,-18.59090877303335,-15.034116240639445,-20.96647041486051,-13.882877734594041,-10.923282408287626,-13.06058450122386,2.8230872648876146,-10.175158073164932,-5.993392917650261,1.9568707259174525,-3.5180479798837627,0
0.6246012921458005,0.07240683756871318,4561.982257718552,2676.395399394157,7583.113236860795,0.39106889204545453,-289.49256054507055,19.344971012976828,-16.64084011967125,10.037324639784869,1.1811958361084143,-0.9800568953463528,-1.136132864779615,-3.0383981114119525,-7.303566982541946,-8.6506222076166,-0.9636479835597348,-7.411617874162716,-5.703509934057166,-4.214994173036512,-7.479215648345505,0.06347298978569745,-4.127763660628835,-2.8326158514659934,0.8512483022067553,-2.1636490523540117,1
0.42336408852933116,0.1336194815066665,3197.2180131966843,2041.9843749253616,5174.330832741477,0.23985706676136365,-149.04877123842476,60.735720804823444,-32.86144418793945,4.739651830611236,11.065520031095959,5.52002737221054,-4.331096646694248,-12.278558570100115,-21.857520970142385,-15.599372907209755,-9.26136659481884,-13.974338661997933,-27.440312904294334,-10.82198372012097,-5.007410766582061,-6.420118875429797,-10.130832595999296,-3.4396764490185983,-1.5089650334394948,-0.17776024701201343,0
0.47994558221556227,0.11353798138428264,2877.523781247691,2034.4421483415229,4867.972079190341,0.22618519176136365,-199.79030303814443,80.74479184696177,-57.86552565878629,2.182614284396767,10.479395336458321,-25.65484989190442,2.027608868356794,5.6592474605619625,-18.87650935364293,-7.238706275397038,-3.2120188226517725,-17.383426969888934,-10.233129823201406,-11.097959518721005,-7.427041236072407,-2.319221719490548,-10.051258804609951,-3.232635496849396,4.556620276718426,-5.118967714571927,0
0.6533944981461448,0.040947421803226094,4692.477350659304,2817.717269433962,7910.271107066761,0.3886496803977273,-309.83501859175743,7.9336587245037355,-23.0231565862361,6.035866816758555,2.9841419601668107,-4.392266850363119,-4.604268214083869,2.091131674242191,-5.690281346607468,-2.677387345402197,0.1348098180930639,-4.029462750617136,-5.884268249030577,-3.1609232202635655,-1.2781229594628662,-1.2266631794231733,-2.8583989285106846,-1.3705776782689254,0.43590282023410754,-0.0402754874056861,0
0.6595673768339358,0.04094419004538024,4695.945538734566,2816.9806642074122,7912.473366477273,0.38953746448863635,-310.0203507972678,7.788010688347583,-23.02750846244054,6.076477420756689,3.0118696623783903,-4.402485190773872,-4.620731587546634,2.1732517782736207,-5.54046148139846,-2.586912982612849,0.1735262797872116,-3.963071416732765,-5.881036377488251,-3.125790416626138,-1.2346131277339325,-1.3427183247390193,-2.9562991018731277,-1.4248292384595362,0.33916132148354383,-0.06218280169882275,1
0.3214142978330708,0.19116143179042477,2435.5576546947964,1952.141249212264,4130.459872159091,0.17875532670454544,-213.4079281350326,83.62889023613945,-40.81380340733265,28.73400576670273,28.738143022690807,-22.30041199234415,1.153551811856291,2.571590305238596,-22.575042393936386,-10.774216411745016,-16.588710887872615,-27.22231620829483,-11.813495049174037,-11.936395308376525,-11.456876182025782,-4.789430482157362,-13.193833736947935,-7.885778364289276,5.953692859593312,-8.216464784559536,0
0.47727045295812437,0.14620536692066718,3408.83203731846,2326.180987325773,5688.680752840909,0.26573597301136365,-238.83625194984936,48.95000233814633,-14.419391555353632,8.880840746757492,-2.5881126891577755,-2.1061506584804666,1.9466545216779672,-1.6284661636423168,-16.49078914158799,-12.947736643145754,-7.709357024289239,-13.392648799340613,-7.989777720259093,-13.21308356239361,-6.985416108466518,1.851309337360892,-6.6402200579517,-2.9048731531400156,-0.542437187313531,-0.5071310802977762,0
0.34297592442132274,0.2023045184803323,2935.939788801259,1882.0137477909936,4733.389559659091,0.17963201349431818,-138.5105526808566,48.0731991055641,-38.10934776880774,22.97117252448333,9.780323910806707,-1.4506458841773204,-3.816590146540074,1.014857868670186,-14.79571760240716,-17.59801890091289,-18.335658839596288,-24.749093688427436,-16.665991573599886,-11.5687946777076,-13.949028305269236,-2.9554882385447936,-13.263642029874006,-3.4815984957292034,6.398201778151454,-8.916262279098564,0
0.5165989585765354,0.13456814700552802,3721.964630030842,2180.1534859867656,6097.322221235795,0.3172607421875,-209.43438812965607,36.605463723049134,-39.38703085529253,7.752081083527469,-0.685646329043911,-5.055186570144256,5.533606975212813,1.501769609060446,-10.773840923843322,-6.72938478131845,-9.298616640129133,-14.64614359651875,-8.513728876564725,-7.822307686981104,-7.903196881570718,0.23698326603787712,-8.979660911555499,-2.709445123774291,4.663885641614997,-5.700995009572454,1
0.4175862744567318,0.0981510571565356,3491.672583280376,2185.75192020541,5661.519553444602,0.24541681463068182,-221.0560345479267,22.260394287983555,-23.60789837603949,40.66063203016724,14.282793364819595,9.834999594436958,-14.313362663905332,-0.5389231989525137,-5.560309938499202,-8.145368520659172,-14.383693813198681,-23.96399828546688,-14.425855151388697,-6.4120254192877,-7.378008843110387,-7.695008493303473,-8.050522513454322,-2.1194197676437043,3.4164760574871167,-4.586685919544585,0
